Number,Species,visits,visits,Plot,Transect,Subplot,Plot_Trans,survey,Date,Observer,Weather,Vegetation,Leaf_Litter,Humidity,Temp,Precip,tpi_100,elev,Slope,Aspect,solar,twi_10,Lat,Long,bearing,Comments
0,NA,3,3,1,2,10-15,1-2,3,07/12/2012,WEP,Clear,Damp,Damp,87.8,21.4,17.5364418,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,15-20,1-2,3,07/12/2012,WEP,Clear,Damp,Damp,87.8,21.4,17.5364418,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,20-25,1-2,3,07/12/2012,WEP,Clear,Damp,Damp,87.8,21.4,17.5364418,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,0-5,1-2,4,07/15/2012,DJH,Clear,Damp,Damp,87.6,20,3.324089766,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
2,EWIL,3,3,1,2,5-10,1-2,4,07/15/2012,DJH,Clear,Damp,Damp,87.6,20,3.324089766,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,10-15,1-2,4,07/15/2012,DJH,Clear,Damp,Damp,87.6,20,3.324089766,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,15-20,1-2,4,07/15/2012,DJH,Clear,Damp,Damp,87.6,20,3.324089766,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,20-25,1-2,4,07/15/2012,DJH,Clear,Damp,Damp,87.6,20,3.324089766,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,0-5,1-2,5,07/19/2012,WEP,Rain,Wet,Wet,96,22.4,4.982352734,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,5-10,1-2,5,07/19/2012,WEP,Rain,Wet,Wet,96,22.4,4.982352734,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,10-15,1-2,5,07/19/2012,WEP,Rain,Wet,Wet,96,22.4,4.982352734,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,15-20,1-2,5,07/19/2012,WEP,Rain,Wet,Wet,96,22.4,4.982352734,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,2,20-25,1-2,5,07/19/2012,WEP,Rain,Wet,Wet,96,22.4,4.982352734,-0.04364013672,608.94580078100,6.15462827682,248.17051696800,0,-7.23165273666,35.502578,-83.298054,20,
0,NA,3,3,1,3,0-5,1-3,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,5-10,1-3,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,10-15,1-3,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,15-20,1-3,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,20-25,1-3,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,0-5,1-3,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,5-10,1-3,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,10-15,1-3,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,15-20,1-3,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,20-25,1-3,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,0-5,1-3,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,5-10,1-3,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,15-20,1-3,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,10-15,1-3,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,3,20-25,1-3,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502525,-83.299524,20,
0,NA,3,3,1,4,0-5,1-4,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,5-10,1-4,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,10-15,1-4,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,15-20,1-4,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,20-25,1-4,3,07/12/2012,JAC,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,0-5,1-4,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,5-10,1-4,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,10-15,1-4,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,15-20,1-4,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,20-25,1-4,4,07/15/2012,WEP,Clear,Damp,Damp,87.6,20,3.324089766,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,0-5,1-4,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,5-10,1-4,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,10-15,1-4,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,15-20,1-4,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,4,20-25,1-4,5,07/19/2012,DJH,Rain,Wet,Wet,96,22.4,4.982352734,-5.71051025391,617.01617431600,28.54004478450,86.17880249020,179,-8.58714008331,35.50277,-83.299662,20,
0,NA,3,3,1,5,0-5,1-5,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,5-10,1-5,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,10-15,1-5,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,15-20,1-5,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,20-25,1-5,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,0-5,1-5,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,5-10,1-5,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,10-15,1-5,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,15-20,1-5,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,20-25,1-5,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,0-5,1-5,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,5-10,1-5,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,10-15,1-5,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,15-20,1-5,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,5,20-25,1-5,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-5.78027343750,610.72137451200,11.96861076350,85.42336273190,181,-7.38256883621,35.502559,-83.299519,20,
0,NA,3,3,1,6,0-5,1-6,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,5-10,1-6,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,10-15,1-6,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,15-20,1-6,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,20-25,1-6,3,07/12/2012,DJH,Clear,Damp,Damp,87.8,21.4,17.5364418,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,0-5,1-6,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,5-10,1-6,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,10-15,1-6,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,15-20,1-6,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,20-25,1-6,4,07/15/2012,JAC,Clear,Damp,Damp,87.6,20,3.324089766,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,0-5,1-6,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,5-10,1-6,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,10-15,1-6,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,15-20,1-6,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,1,6,20-25,1-6,5,07/19/2012,JAC,Rain,Wet,Wet,96,22.4,4.982352734,-6.22332763672,613.02484130900,20.49295616150,89.39111328130,176,-8.04691219330,35.502769,-83.299567,20,
0,NA,3,3,2,1,0-5,2-1,3,07/09/2012,JAC,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,5-10,2-1,3,07/09/2012,JAC,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,10-15,2-1,3,07/09/2012,JAC,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,15-20,2-1,3,07/09/2012,JAC,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,20-25,2-1,3,07/09/2012,JAC,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,0-5,2-1,4,07/15/2012,WEP,Clear,Damp,Damp,86.8,19.6,1.927356482,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,5-10,2-1,4,07/15/2012,WEP,Clear,Damp,Damp,86.8,19.6,1.927356482,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,10-15,2-1,4,07/15/2012,WEP,Clear,Damp,Damp,86.8,19.6,1.927356482,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,15-20,2-1,4,07/15/2012,WEP,Clear,Damp,Damp,86.8,19.6,1.927356482,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,20-25,2-1,4,07/15/2012,WEP,Clear,Damp,Damp,86.8,19.6,1.927356482,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,0-5,2-1,5,07/19/2012,DJH,Rain,Wet,Wet,95.6,22.2,4.886666775,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,5-10,2-1,5,07/19/2012,DJH,Rain,Wet,Wet,95.6,22.2,4.886666775,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,10-15,2-1,5,07/19/2012,DJH,Rain,Wet,Wet,95.6,22.2,4.886666775,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,15-20,2-1,5,07/19/2012,DJH,Rain,Wet,Wet,95.6,22.2,4.886666775,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,1,20-25,2-1,5,07/19/2012,DJH,Rain,Wet,Wet,95.6,22.2,4.886666775,-1.27539062500,652.13159179700,13.41668987270,165.09268188500,0,-7.75246238708,35.5376,-83.301781,310,
0,NA,3,3,2,2,0-5,2-2,3,07/09/2012,DJH,Clear,Damp,Damp,82.1,21.3,22.24572945,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,5-10,2-2,3,07/09/2012,DJH,Clear,Damp,Damp,82.1,21.3,22.24572945,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,10-15,2-2,3,07/09/2012,DJH,Clear,Damp,Damp,82.1,21.3,22.24572945,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,15-20,2-2,3,07/09/2012,DJH,Clear,Damp,Damp,82.1,21.3,22.24572945,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,20-25,2-2,3,07/09/2012,DJH,Clear,Damp,Damp,82.1,21.3,22.24572945,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,0-5,2-2,4,07/15/2012,JAC,Clear,Damp,Damp,86.8,19.6,1.927356482,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,5-10,2-2,4,07/15/2012,JAC,Clear,Damp,Damp,86.8,19.6,1.927356482,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,10-15,2-2,4,07/15/2012,JAC,Clear,Damp,Damp,86.8,19.6,1.927356482,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,15-20,2-2,4,07/15/2012,JAC,Clear,Damp,Damp,86.8,19.6,1.927356482,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,20-25,2-2,4,07/15/2012,JAC,Clear,Damp,Damp,86.8,19.6,1.927356482,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,0-5,2-2,5,07/19/2012,WEP,Rain,Wet,Wet,95.6,22.2,4.886666775,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,5-10,2-2,5,07/19/2012,WEP,Rain,Wet,Wet,95.6,22.2,4.886666775,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,10-15,2-2,5,07/19/2012,WEP,Rain,Wet,Wet,95.6,22.2,4.886666775,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,15-20,2-2,5,07/19/2012,WEP,Rain,Wet,Wet,95.6,22.2,4.886666775,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,2,20-25,2-2,5,07/19/2012,WEP,Rain,Wet,Wet,95.6,22.2,4.886666775,-0.99688720703,651.74243164100,13.55851650240,161.95996093800,0,-7.77019405365,35.537641,-83.301743,310,
0,NA,3,3,2,3,0-5,2-3,3,07/09/2012,WEP,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.21594238281,654.32348632800,14.96248054500,155.81710815400,0,-7.92521047592,35.537691,-83.301708,310,
0,NA,3,3,2,3,5-10,2-3,3,07/09/2012,WEP,Clear,Damp,Damp,82.1,21.3,22.24572945,-1.21594238281,654.32348632800,14.96248054500,155.81710815400,0,-7.92521047592,35.537691,-83.301708,310,
